master_record_id,vessel_id,ship_type,dwt,built_year,vessel_age,year,route,distance_nm,voyage_days,voyage_hours,loading_condition,cargo_utilization_pct,avg_speed_knots,design_speed_knots,speed_vs_design_pct,engine_load_pct,rpm,shaft_power_kw,sfoc_g_kwh,draft_m,trim_m,displacement_tonnes,admiralty_coefficient,wind_speed_knots,beaufort_number,wave_height_m,current_speed_knots,current_direction,seawater_temp_c,days_since_hull_cleaning,hull_fouling_pct,propeller_fouling_pct,turbocharger_efficiency_pct,fuel_type,fuel_quality_index,hfo_pct,vlsfo_pct,mgo_pct,lng_pct,fuel_consumption_t_day,fuel_total_voyage_t,fuel_per_nm,co2_emitted_tonnes,exhaust_temp_c,jacket_water_temp_c,engine_room_temp_c,nox_tier,nox_g_kwh,nox_kg_voyage,fuel_sulphur_pct,sox_kg_per_tonne_fuel,sox_kg_voyage,scrubber_fitted,optimal_fuel_estimate_t,excess_fuel_pct,efficiency_rating,efficiency_rating_encoded,is_efficient,cii_vessel_name,cii_dwt,cii_gt,cii_flag_state,cii_classification_society,cii_year_reduction_factor_pct,cii_distance_nm,cii_days_at_sea,cii_days_in_port,cii_avg_speed_knots,cii_cargo_utilization_pct,cii_num_voyages,cii_hull_condition_index,cii_scrubber_fitted,cii_hfo_consumed_t,cii_mgo_consumed_t,cii_lng_consumed_t,cii_vlsfo_consumed_t,cii_total_fuel_consumed_t,cii_primary_fuel_type,cii_co2_emitted_tonnes,cii_transport_work_M_dwt_nm,cii_cii_ref,cii_cii_required,cii_cii_attained,cii_cii_ratio,cii_cii_rating,cii_cii_rating_encoded,cii_is_compliant,cii_needs_corrective_action,cii_prev_year_cii_rating,cii_cii_trend,fleet_avg_health_pct,fleet_min_health_pct,fleet_critical_components,fleet_warning_components,fleet_failure_events,fleet_total_downtime_hrs,fleet_total_repair_cost_usd,fleet_avg_degradation,fleet_max_degradation,fleet_components_monitored,wx_avg_wind_knots,wx_max_wind_knots,wx_avg_wave_height_m,wx_max_wave_height_m,wx_avg_beaufort,wx_storm_hours,wx_piracy_zone_hours,wx_avg_current_speed,wx_avg_sst_c,wx_avg_pressure_hpa,wx_avg_visibility_nm,region_avg_piracy_risk,region_max_piracy_risk,region_avg_storm_prob,region_avg_ice_prob,region_restricted_zones,region_avoid_zones,region_composite_risk,composite_risk_score__moderate,composite_risk_score__safest,composite_risk_score__shortest,destination_lat__moderate,destination_lat__safest,destination_lat__shortest,destination_lon__moderate,destination_lon__safest,destination_lon__shortest,destination_port__moderate,destination_port__safest,destination_port__shortest,efficiency_score__moderate,efficiency_score__safest,efficiency_score__shortest,fuel_cost_usd__moderate,fuel_cost_usd__safest,fuel_cost_usd__shortest,fuel_total_t__moderate,fuel_total_t__safest,fuel_total_t__shortest,gc_distance_nm__moderate,gc_distance_nm__safest,gc_distance_nm__shortest,is_recommended__moderate,is_recommended__safest,is_recommended__shortest,origin_lat__moderate,origin_lat__safest,origin_lat__shortest,origin_lon__moderate,origin_lon__safest,origin_lon__shortest,origin_port__moderate,origin_port__safest,origin_port__shortest,origin_region__moderate,origin_region__safest,origin_region__shortest,passes_cape_good_hope__moderate,passes_cape_good_hope__safest,passes_cape_good_hope__shortest,passes_gulf_aden__moderate,passes_gulf_aden__safest,passes_gulf_aden__shortest,passes_malacca__moderate,passes_malacca__safest,passes_malacca__shortest,passes_panama__moderate,passes_panama__safest,passes_panama__shortest,passes_suez__moderate,passes_suez__safest,passes_suez__shortest,piracy_risk_score__moderate,piracy_risk_score__safest,piracy_risk_score__shortest,route_distance_nm__moderate,route_distance_nm__safest,route_distance_nm__shortest,storm_risk_score__moderate,storm_risk_score__safest,storm_risk_score__shortest,voyage_days__moderate,voyage_days__safest,voyage_days__shortest
MASTER-000902,IMO9000112,Bulk Carrier,143669,1996,27,2021,Americas,5250,19.53,468.7,Laden,0.628,11.2,15.5,72.3,39.9,85,7056.7,196.8,14.82,-0.3,186770.0,650.51,12.5,4,2.07,1.79,Favourable,25.9,1044,63.8,38.9,63.9,VLSFO,0.914,0.0,1.0,0.0,0.0,33.33,650.94,0.124,2051.11,402.6,70.5,45.8,Tier0,20.93,69228.41,0.49,9.8,6379.21,0,434.12,49.9,E,4,0,MV BUL-0113,143669,86984,Panama,Bureau Veritas,2,100498,286,79,13.64,0.798,9,0.712,0,0.0,11852.5,0.0,1916.3,13768.8,MGO,44037.4,14438.45,2.9401,2.8813,3.05,1.0585,C,2,1,0,E,-4.2923,1.825,0.0,4.0,0.0,4.0,372.3,204014.0,0.9818,1.0,4.0,22.5154,32.0,11.9765,15.0,5.6615,7,0,0.4137,7.5338,1004.78,11.5738,0.2447,0.572,0.35,0.1487,2,2,0.2766,0.095,0.144,0.168,9.36,9.36,9.36,-79.9,-79.9,-79.9,Colon,Colon,Colon,0.673,0.672,0.667,993915.0,967211.0,976403.0,1431.2,1638.4,1491.1,7307,7307,7307,0,0,1,35.444,35.444,35.444,139.638,139.638,139.638,Yokohama,Yokohama,Yokohama,Asia Pacific,Asia Pacific,Asia Pacific,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0.131,0.071,0.177,11609,12503,10725,0.115,0.285,0.248,34.31,38.88,34.91
MASTER-000904,IMO9000112,Bulk Carrier,143669,1996,27,2021,Coastal,17898,56.5,1356.0,Laden,0.617,13.2,15.5,85.2,62.4,103,10425.0,188.4,9.37,0.36,186770.0,720.86,11.0,4,0.35,0.05,Beam,21.9,241,8.4,9.1,71.0,HFO,0.959,1.0,0.0,0.0,0.0,47.14,2663.28,0.1488,8293.45,404.9,74.7,47.9,Tier0,18.99,268448.34,2.7,54.0,143817.12,0,1855.39,43.5,E,4,0,MV BUL-0113,143669,86984,Panama,Bureau Veritas,2,100498,286,79,13.64,0.798,9,0.712,0,0.0,11852.5,0.0,1916.3,13768.8,MGO,44037.4,14438.45,2.9401,2.8813,3.05,1.0585,C,2,1,0,E,-4.2923,1.825,0.0,4.0,0.0,4.0,372.3,204014.0,0.9818,1.0,4.0,9.7405,19.4,3.2314,10.6,3.4324,0,12,0.417,21.5973,1008.6216,14.9297,0.2447,0.572,0.35,0.1487,2,2,0.2766,0.095,0.144,0.168,9.36,9.36,9.36,-79.9,-79.9,-79.9,Colon,Colon,Colon,0.673,0.672,0.667,993915.0,967211.0,976403.0,1431.2,1638.4,1491.1,7307,7307,7307,0,0,1,35.444,35.444,35.444,139.638,139.638,139.638,Yokohama,Yokohama,Yokohama,Asia Pacific,Asia Pacific,Asia Pacific,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0.131,0.071,0.177,11609,12503,10725,0.115,0.285,0.248,34.31,38.88,34.91
MASTER-000900,IMO9000112,Bulk Carrier,143669,1996,27,2022,Transatlantic,12952,45.73,1097.5,Laden,0.784,11.8,15.5,76.1,43.0,88,6036.3,190.8,16.94,-0.21,186770.0,889.36,8.3,3,2.01,2.26,Favourable,20.0,1176,74.4,57.1,63.0,HFO,0.846,1.0,0.0,0.0,0.0,27.64,1264.04,0.0976,3936.22,395.1,72.5,53.8,Tier0,21.6,143099.14,2.7,54.0,68258.16,0,869.53,45.4,E,4,0,MV BUL-0113,143669,86984,Panama,Bureau Veritas,3,51692,301,64,15.22,0.74,10,0.712,0,9173.5,848.6,0.0,1766.9,11789.0,HFO,36854.4,7426.54,2.9401,2.8519,4.9625,1.7401,E,4,0,1,C,1.9125,18.125,0.0,2.0,1.0,2.0,143.1,176825.0,0.8188,1.0,4.0,21.6692,32.0,11.3428,15.0,5.5385,8,0,0.3783,7.4338,1005.2062,11.7738,0.2463,0.566,0.394,0.1404,2,2,0.2766,0.186,0.123,0.202,51.959,51.959,51.959,1.351,1.351,1.351,Felixstowe,Felixstowe,Felixstowe,0.654,0.681,0.696,535865.0,705768.0,606175.0,897.6,1184.2,926.2,4764,4764,4764,1,0,0,33.754,33.754,33.754,-118.216,-118.216,-118.216,Long Beach,Long Beach,Long Beach,Americas,Americas,Americas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0.022,0.068,6759,7576,6401,0.29,0.259,0.389,22.0,27.45,20.84
MASTER-000898,IMO9000112,Bulk Carrier,143669,1996,27,2023,Transpacific,5196,18.19,436.6,Partial,0.733,11.9,15.5,76.8,46.8,91,8212.8,189.0,12.56,1.0,186770.0,670.43,20.6,5,1.52,1.35,Beam,21.2,199,12.4,3.9,70.8,HFO,0.916,1.0,0.0,0.0,0.0,37.25,677.64,0.1304,2110.17,388.3,76.3,42.0,Tier0,21.36,76583.72,2.7,54.0,36592.56,0,470.58,44.0,E,4,0,MV BUL-0113,143669,86984,Panama,Bureau Veritas,5,55085,233,132,13.45,0.885,7,0.712,0,0.0,4078.2,0.0,8801.4,12879.6,VLSFO,40807.9,7914.01,2.9401,2.7931,5.1564,1.8461,E,4,0,1,E,0.1939,36.5375,0.0,2.0,1.0,2.0,196.3,265759.0,0.6347,1.0,8.0,15.1449,28.4,6.5351,15.0,4.4286,0,0,0.5116,12.1612,1006.0408,13.3347,0.2487,0.565,0.3743,0.1529,2,2,0.2766,0.156,0.241,0.236,22.302,22.302,22.302,114.177,114.177,114.177,Hong Kong,Hong Kong,Hong Kong,0.742,0.778,0.699,1415435.0,1614319.0,1012671.0,1999.9,2333.9,1636.2,9728,9728,9728,0,0,1,-23.955,-23.955,-23.955,-46.335,-46.335,-46.335,Santos,Santos,Santos,Americas,Americas,Americas,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.137,0.102,0.18,14298,15453,12412,0.246,0.457,0.409,44.46,54.57,34.94
MASTER-000899,IMO9000112,Bulk Carrier,143669,1996,27,2023,Middle East-Asia,14719,39.82,955.7,Laden,0.812,15.4,15.5,99.4,100.0,116,10908.6,190.3,13.5,0.09,186770.0,1093.95,19.4,5,0.94,1.75,Beam,22.6,218,9.7,0.4,70.6,VLSFO,0.844,0.0,1.0,0.0,0.0,49.82,1983.9,0.1348,6251.27,447.9,81.9,50.6,Tier0,18.82,196200.96,0.49,9.8,19442.22,0,1368.3,45.0,E,4,0,MV BUL-0113,143669,86984,Panama,Bureau Veritas,5,55085,233,132,13.45,0.885,7,0.712,0,0.0,4078.2,0.0,8801.4,12879.6,VLSFO,40807.9,7914.01,2.9401,2.7931,5.1564,1.8461,E,4,0,1,E,0.1939,36.5375,0.0,2.0,1.0,2.0,196.3,265759.0,0.6347,1.0,8.0,9.6649,19.4,3.1132,10.25,3.3514,0,12,0.463,21.8108,1007.3622,15.1324,0.2487,0.565,0.3743,0.1529,2,2,0.2766,0.156,0.241,0.236,22.302,22.302,22.302,114.177,114.177,114.177,Hong Kong,Hong Kong,Hong Kong,0.742,0.778,0.699,1415435.0,1614319.0,1012671.0,1999.9,2333.9,1636.2,9728,9728,9728,0,0,1,-23.955,-23.955,-23.955,-46.335,-46.335,-46.335,Santos,Santos,Santos,Americas,Americas,Americas,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.137,0.102,0.18,14298,15453,12412,0.246,0.457,0.409,44.46,54.57,34.94
MASTER-000903,IMO9000112,Bulk Carrier,143669,1996,27,2023,West Africa,12956,36.72,881.3,Laden,0.929,14.7,15.5,94.8,86.9,112,12614.4,196.4,15.03,2.18,186770.0,822.79,11.5,4,1.72,1.92,Against,12.8,1114,67.5,38.0,66.9,VLSFO,0.939,0.0,1.0,0.0,0.0,59.46,2183.34,0.1685,6879.7,455.3,77.2,53.4,Tier0,17.93,199324.55,0.49,9.8,21396.73,0,1459.08,49.6,E,4,0,MV BUL-0113,143669,86984,Panama,Bureau Veritas,5,55085,233,132,13.45,0.885,7,0.712,0,0.0,4078.2,0.0,8801.4,12879.6,VLSFO,40807.9,7914.01,2.9401,2.7931,5.1564,1.8461,E,4,0,1,E,0.1939,36.5375,0.0,2.0,1.0,2.0,196.3,265759.0,0.6347,1.0,8.0,21.7723,31.9,11.4838,15.0,5.6462,7,0,0.4695,5.6246,1006.4031,11.5615,0.2487,0.565,0.3743,0.1529,2,2,0.2766,0.156,0.241,0.236,22.302,22.302,22.302,114.177,114.177,114.177,Hong Kong,Hong Kong,Hong Kong,0.742,0.778,0.699,1415435.0,1614319.0,1012671.0,1999.9,2333.9,1636.2,9728,9728,9728,0,0,1,-23.955,-23.955,-23.955,-46.335,-46.335,-46.335,Santos,Santos,Santos,Americas,Americas,Americas,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.137,0.102,0.18,14298,15453,12412,0.246,0.457,0.409,44.46,54.57,34.94
MASTER-000907,IMO9000113,Container Ship,45862,1998,25,2020,Middle East-Asia,15856,34.23,821.5,Ballast,0.909,19.3,21.0,91.9,75.9,144,27183.5,181.5,14.23,1.75,59621.0,403.61,15.2,4,1.65,1.05,Beam,22.3,717,39.0,26.2,67.8,VLSFO,0.849,0.0,1.0,0.0,0.0,118.41,4053.22,0.2556,12771.7,472.3,75.5,50.2,Tier0,17.58,392592.85,0.49,9.8,39721.56,0,2813.81,44.0,E,4,0,MV CON-0114,45862,38517,Malta,RINA,1,177555,267,98,15.18,0.743,8,0.697,0,18145.7,2034.3,0.0,3081.7,23261.7,HFO,72738.1,8143.03,10.4254,10.3211,8.9326,0.8655,B,1,1,0,N/A,0.0,24.225,0.0,2.0,0.0,3.0,279.3,127803.0,0.7578,1.0,4.0,10.127,17.6,3.3119,8.46,3.4865,0,12,0.3219,20.6541,1009.1054,14.9351,0.2367,0.55,0.3641,0.1449,2,2,0.2766,0.118,0.068,0.158,44.411,44.411,44.411,8.933,8.933,8.933,Genoa,Genoa,Genoa,0.681,0.698,0.701,1578898.0,1682767.0,1476487.0,2424.8,2394.4,2067.1,5300,5300,5300,1,0,0,33.754,33.754,33.754,-118.216,-118.216,-118.216,Long Beach,Long Beach,Long Beach,Americas,Americas,Americas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.0,0.0,7175,7739,6373,0.234,0.208,0.349,16.61,17.06,13.69
MASTER-000912,IMO9000113,Container Ship,45862,1998,25,2020,Coastal,9791,28.14,675.4,Partial,0.931,14.5,21.0,69.0,31.3,108,11476.3,184.7,11.05,2.82,59621.0,405.42,0.9,0,0.59,1.79,Against,13.4,884,49.7,34.4,70.9,HFO,0.843,1.0,0.0,0.0,0.0,50.87,1431.54,0.1462,4457.82,398.2,68.8,45.0,Tier0,20.88,161833.24,2.7,54.0,77303.16,0,976.58,46.6,E,4,0,MV CON-0114,45862,38517,Malta,RINA,1,177555,267,98,15.18,0.743,8,0.697,0,18145.7,2034.3,0.0,3081.7,23261.7,HFO,72738.1,8143.03,10.4254,10.3211,8.9326,0.8655,B,1,1,0,N/A,0.0,24.225,0.0,2.0,0.0,3.0,279.3,127803.0,0.7578,1.0,4.0,10.127,17.6,3.3119,8.46,3.4865,0,12,0.3219,20.6541,1009.1054,14.9351,0.2367,0.55,0.3641,0.1449,2,2,0.2766,0.118,0.068,0.158,44.411,44.411,44.411,8.933,8.933,8.933,Genoa,Genoa,Genoa,0.681,0.698,0.701,1578898.0,1682767.0,1476487.0,2424.8,2394.4,2067.1,5300,5300,5300,1,0,0,33.754,33.754,33.754,-118.216,-118.216,-118.216,Long Beach,Long Beach,Long Beach,Americas,Americas,Americas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.0,0.0,7175,7739,6373,0.234,0.208,0.349,16.61,17.06,13.69
MASTER-000905,IMO9000113,Container Ship,45862,1998,25,2021,Asia-Europe,14434,38.06,913.4,Partial,0.947,15.8,21.0,75.2,38.4,117,14145.3,187.7,15.46,-0.23,59621.0,425.56,19.9,5,1.08,0.79,Favourable,13.6,209,7.1,2.9,70.9,VLSFO,0.885,0.0,1.0,0.0,0.0,63.72,2425.25,0.168,7641.96,407.1,72.8,48.1,Tier0,19.79,255704.27,0.49,9.8,23767.45,0,1628.03,49.0,E,4,0,MV CON-0114,45862,38517,Malta,RINA,2,174616,293,72,18.97,0.818,9,0.697,0,24881.1,695.1,0.0,5823.2,31399.4,HFO,98057.1,8008.24,10.4254,10.2169,12.2445,1.1985,D,3,0,0,B,3.3119,20.1143,0.0,4.0,1.0,5.0,441.5,329283.0,0.7988,1.0,7.0,13.0071,30.2,5.2915,15.0,3.9558,1,21,0.4472,19.4584,1007.792,14.2265,0.2447,0.572,0.35,0.1487,2,2,0.2766,0.122,0.167,0.173,9.36,9.36,9.36,-79.9,-79.9,-79.9,Colon,Colon,Colon,0.703,0.69,0.693,2733734.0,2835125.0,2319246.0,4117.6,4455.4,3518.5,7307,7307,7307,0,1,0,35.444,35.444,35.444,139.638,139.638,139.638,Yokohama,Yokohama,Yokohama,Asia Pacific,Asia Pacific,Asia Pacific,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0.183,0.082,0.228,11927,12546,11469,0.132,0.305,0.201,26.43,32.07,23.77
MASTER-000909,IMO9000113,Container Ship,45862,1998,25,2022,Intra-Asia,12072,27.04,649.0,Laden,0.921,18.6,21.0,88.6,68.5,136,38609.4,184.4,15.01,-0.8,59621.0,254.36,23.6,6,2.07,1.11,Favourable,9.8,930,54.9,36.0,64.9,LNG,0.85,0.0,0.0,0.0,1.0,170.87,4620.32,0.3827,12705.88,461.6,76.8,49.2,Tier0,13.96,349781.15,0.001,0.02,92.41,0,3157.05,46.3,E,4,0,MV CON-0114,45862,38517,Malta,RINA,3,133231,282,83,14.53,0.776,9,0.697,0,0.0,5570.3,0.0,28327.4,33897.7,VLSFO,107118.0,6110.24,10.4254,10.1126,17.5309,1.7336,E,4,0,1,D,5.2864,4.05,0.0,3.0,1.0,3.0,187.0,134464.0,0.9596,1.0,4.0,9.9703,18.6,3.2857,10.2,3.3784,0,12,0.3943,24.9784,1006.9649,14.9027,0.2463,0.566,0.394,0.1404,2,2,0.2766,0.319,0.166,0.312,41.35,41.35,41.35,2.148,2.148,2.148,Barcelona,Barcelona,Barcelona,0.762,0.689,0.72,1881357.0,2192874.0,1702401.0,2635.0,3442.6,2640.6,2769,2769,2769,0,1,0,27.189,27.189,27.189,56.277,56.277,56.277,Bandar Abbas,Bandar Abbas,Bandar Abbas,Middle East,Middle East,Middle East,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0.508,0.087,0.556,9384,9536,8582,0.273,0.342,0.229,19.75,24.38,18.53
MASTER-000911,IMO9000113,Container Ship,45862,1998,25,2022,West Africa,11377,32.69,784.6,Laden,0.916,14.5,21.0,69.0,29.5,108,22805.6,193.2,16.18,1.76,59621.0,204.01,8.6,3,1.35,0.13,Favourable,13.0,1021,69.7,34.4,69.6,HFO,0.956,1.0,0.0,0.0,0.0,105.74,3456.8,0.3038,10764.48,396.0,71.0,41.3,Tier0,21.54,385401.47,2.7,54.0,186667.2,0,2254.44,53.3,E,4,0,MV CON-0114,45862,38517,Malta,RINA,3,133231,282,83,14.53,0.776,9,0.697,0,0.0,5570.3,0.0,28327.4,33897.7,VLSFO,107118.0,6110.24,10.4254,10.1126,17.5309,1.7336,E,4,0,1,D,5.2864,4.05,0.0,3.0,1.0,3.0,187.0,134464.0,0.9596,1.0,4.0,21.6692,32.0,11.3428,15.0,5.5385,8,0,0.3783,7.4338,1005.2062,11.7738,0.2463,0.566,0.394,0.1404,2,2,0.2766,0.319,0.166,0.312,41.35,41.35,41.35,2.148,2.148,2.148,Barcelona,Barcelona,Barcelona,0.762,0.689,0.72,1881357.0,2192874.0,1702401.0,2635.0,3442.6,2640.6,2769,2769,2769,0,1,0,27.189,27.189,27.189,56.277,56.277,56.277,Bandar Abbas,Bandar Abbas,Bandar Abbas,Middle East,Middle East,Middle East,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0.508,0.087,0.556,9384,9536,8582,0.273,0.342,0.229,19.75,24.38,18.53
MASTER-000906,IMO9000113,Container Ship,45862,1998,25,2023,Transpacific,16993,40.0,960.0,Laden,0.856,17.7,21.0,84.3,63.1,134,20943.8,185.7,15.9,1.49,59621.0,404.08,15.4,4,0.9,1.02,Favourable,23.0,841,52.6,38.7,71.2,LNG,0.916,0.0,0.0,0.0,1.0,93.34,3733.69,0.2197,10267.65,441.0,74.9,47.7,Tier0,13.73,276056.04,0.001,0.02,74.67,0,2533.36,47.4,E,4,0,MV CON-0114,45862,38517,Malta,RINA,5,135906,334,31,19.43,0.855,11,0.697,0,0.0,33465.9,0.0,5527.7,38993.6,MGO,124709.5,6232.92,10.4254,9.9041,20.0082,2.0202,E,4,0,1,E,2.4773,17.6778,0.0,6.0,1.0,6.0,471.4,379712.0,0.8233,1.0,9.0,15.1449,28.4,6.5351,15.0,4.4286,0,0,0.5116,12.1612,1006.0408,13.3347,0.2487,0.565,0.3743,0.1529,2,2,0.2766,0.309,0.148,0.334,53.55,53.55,53.55,9.993,9.993,9.993,Hamburg,Hamburg,Hamburg,0.73,0.673,0.755,1915278.0,1880470.0,1855383.0,2842.4,3072.5,2622.5,2637,2637,2637,0,1,0,24.986,24.986,24.986,55.028,55.028,55.028,Jebel Ali,Jebel Ali,Jebel Ali,Middle East,Middle East,Middle East,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0.557,0.042,0.674,8736,9711,8653,0.219,0.327,0.149,20.45,22.11,18.68
MASTER-000908,IMO9000113,Container Ship,45862,1998,25,2023,Transatlantic,6724,18.93,454.3,Laden,0.805,14.8,21.0,70.5,32.6,112,16117.6,188.9,8.23,-0.9,59621.0,306.96,8.6,3,1.87,0.92,Favourable,10.2,1173,78.6,54.8,69.6,VLSFO,0.883,0.0,1.0,0.0,0.0,73.07,1383.23,0.2057,4358.56,418.7,74.0,46.3,Tier0,20.0,146450.96,0.49,9.8,13555.65,0,922.64,49.9,E,4,0,MV CON-0114,45862,38517,Malta,RINA,5,135906,334,31,19.43,0.855,11,0.697,0,0.0,33465.9,0.0,5527.7,38993.6,MGO,124709.5,6232.92,10.4254,9.9041,20.0082,2.0202,E,4,0,1,E,2.4773,17.6778,0.0,6.0,1.0,6.0,471.4,379712.0,0.8233,1.0,9.0,21.7723,31.9,11.4838,15.0,5.6462,7,0,0.4695,5.6246,1006.4031,11.5615,0.2487,0.565,0.3743,0.1529,2,2,0.2766,0.309,0.148,0.334,53.55,53.55,53.55,9.993,9.993,9.993,Hamburg,Hamburg,Hamburg,0.73,0.673,0.755,1915278.0,1880470.0,1855383.0,2842.4,3072.5,2622.5,2637,2637,2637,0,1,0,24.986,24.986,24.986,55.028,55.028,55.028,Jebel Ali,Jebel Ali,Jebel Ali,Middle East,Middle East,Middle East,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0.557,0.042,0.674,8736,9711,8653,0.219,0.327,0.149,20.45,22.11,18.68
MASTER-000910,IMO9000113,Container Ship,45862,1998,25,2023,Americas,14868,33.31,799.4,Laden,0.609,18.6,21.0,88.6,68.8,141,53243.9,181.4,9.22,0.47,59621.0,184.45,5.5,2,1.11,1.25,Beam,16.5,153,3.9,-0.4,66.9,HFO,0.939,1.0,0.0,0.0,0.0,231.8,7721.35,0.5193,24044.28,464.0,76.1,45.0,Tier0,18.73,797248.13,2.7,54.0,416952.9,0,5363.23,44.0,E,4,0,MV CON-0114,45862,38517,Malta,RINA,5,135906,334,31,19.43,0.855,11,0.697,0,0.0,33465.9,0.0,5527.7,38993.6,MGO,124709.5,6232.92,10.4254,9.9041,20.0082,2.0202,E,4,0,1,E,2.4773,17.6778,0.0,6.0,1.0,6.0,471.4,379712.0,0.8233,1.0,9.0,21.7723,31.9,11.4838,15.0,5.6462,7,0,0.4695,5.6246,1006.4031,11.5615,0.2487,0.565,0.3743,0.1529,2,2,0.2766,0.309,0.148,0.334,53.55,53.55,53.55,9.993,9.993,9.993,Hamburg,Hamburg,Hamburg,0.73,0.673,0.755,1915278.0,1880470.0,1855383.0,2842.4,3072.5,2622.5,2637,2637,2637,0,1,0,24.986,24.986,24.986,55.028,55.028,55.028,Jebel Ali,Jebel Ali,Jebel Ali,Middle East,Middle East,Middle East,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0.557,0.042,0.674,8736,9711,8653,0.219,0.327,0.149,20.45,22.11,18.68
MASTER-000920,IMO9000114,Bulk Carrier,133805,2000,23,2020,Coastal,9943,40.22,965.3,Laden,0.903,10.3,15.5,66.5,32.0,75,5662.9,192.1,12.67,1.22,173946.0,601.29,9.6,3,1.24,2.11,Against,9.4,1317,88.1,54.3,68.6,HFO,0.953,1.0,0.0,0.0,0.0,26.11,1050.07,0.1056,3269.92,376.2,70.5,45.4,Tier1,14.19,77566.57,2.7,54.0,56703.78,1,717.45,46.4,E,4,0,MV BUL-0115,133805,81326,Norway,DNV,1,84717,259,106,12.7,0.878,8,0.792,1,0.0,1521.9,0.0,7102.9,8624.8,VLSFO,27260.4,11335.56,3.0731,3.0424,2.4049,0.7905,B,1,1,0,N/A,0.0,20.2667,0.0,4.0,0.0,4.0,324.9,228254.0,0.7975,1.0,6.0,10.127,17.6,3.3119,8.46,3.4865,0,12,0.3219,20.6541,1009.1054,14.9351,0.2367,0.55,0.3641,0.1449,2,2,0.2766,0.133,0.085,0.202,53.55,53.55,53.55,9.993,9.993,9.993,Hamburg,Hamburg,Hamburg,0.694,0.672,0.704,670224.0,622088.0,537286.0,957.7,929.6,795.6,5883,5883,5883,0,1,0,-12.05,-12.05,-12.05,-77.147,-77.147,-77.147,Callao,Callao,Callao,Americas,Americas,Americas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.0,0.065,6989,7560,6307,0.261,0.225,0.395,23.11,23.68,17.76
MASTER-000915,IMO9000114,Bulk Carrier,133805,2000,23,2021,Middle East-Asia,16731,50.89,1221.4,Laden,0.704,13.7,15.5,88.4,69.0,100,7018.7,184.9,14.35,-0.54,173946.0,1141.6,9.0,3,2.4,0.27,Beam,28.9,61,1.7,2.7,72.5,HFO,0.828,1.0,0.0,0.0,0.0,31.15,1585.03,0.0947,4935.78,397.7,75.1,49.2,Tier1,12.8,109726.2,2.7,54.0,85591.62,1,1125.12,40.9,E,4,0,MV BUL-0115,133805,81326,Norway,DNV,2,66033,240,125,10.7,0.776,8,0.792,1,0.0,11748.8,0.0,1399.3,13148.1,MGO,42075.8,8835.55,3.0731,3.0116,4.7621,1.5813,E,4,0,1,B,2.3572,16.6143,0.0,5.0,0.0,5.0,345.6,367118.0,0.8338,1.0,7.0,9.7405,19.4,3.2314,10.6,3.4324,0,12,0.417,21.5973,1008.6216,14.9297,0.2447,0.572,0.35,0.1487,2,2,0.2766,0.095,0.144,0.168,9.36,9.36,9.36,-79.9,-79.9,-79.9,Colon,Colon,Colon,0.673,0.672,0.667,993915.0,967211.0,976403.0,1431.2,1638.4,1491.1,7307,7307,7307,0,0,1,35.444,35.444,35.444,139.638,139.638,139.638,Yokohama,Yokohama,Yokohama,Asia Pacific,Asia Pacific,Asia Pacific,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0.131,0.071,0.177,11609,12503,10725,0.115,0.285,0.248,34.31,38.88,34.91
